Suburb,Rooms,Type,Price,Postcode,Bathroom,Car,Landsize,Year,Month,Day,Crime Average
ascot vale,5,0,1905000.0,3032.0,2.0,2.0,521.0,2017,2,18,1111.0
ascot vale,2,2,865000.0,3032.0,2.0,1.0,146.0,2017,2,18,1111.0
ascot vale,2,2,705000.0,3032.0,2.0,1.0,113.0,2016,5,18,1111.0
ascot vale,2,1,442000.0,3032.0,1.0,1.0,0.0,2016,5,18,1111.0
ascot vale,2,1,540000.0,3032.0,2.0,1.0,0.0,2016,10,19,1111.0
ascot vale,3,0,1037500.0,3032.0,1.0,2.0,506.0,2016,10,19,1111.0
ascot vale,3,2,1050000.0,3032.0,2.0,2.0,318.0,2016,10,19,1111.0
ascot vale,2,1,440000.0,3032.0,1.0,1.0,0.0,2016,10,19,1111.0
ascot vale,2,0,1010000.0,3032.0,1.0,1.0,325.0,2016,10,19,1111.0
ascot vale,4,0,1430000.0,3032.0,2.0,0.0,418.0,2016,4,22,1111.0
ascot vale,2,1,570000.0,3032.0,1.0,1.0,0.0,2016,4,22,1111.0
ascot vale,2,1,690000.0,3032.0,1.0,1.0,0.0,2016,4,22,1111.0
ascot vale,3,0,1291000.0,3032.0,1.0,2.0,414.0,2016,3,23,1111.0
ascot vale,3,0,1130000.0,3032.0,2.0,1.0,272.0,2016,3,23,1111.0
ascot vale,3,0,1135000.0,3032.0,1.0,1.0,296.0,2016,8,24,1111.0
ascot vale,4,0,950000.0,3032.0,2.0,1.0,298.0,2016,8,24,1111.0
ascot vale,3,1,790000.0,3032.0,2.0,1.0,0.0,2016,8,24,1111.0
ascot vale,2,1,390000.0,3032.0,1.0,1.0,1957.0,2017,1,25,1111.0
ascot vale,4,0,1345000.0,3032.0,1.0,1.0,552.0,2017,1,25,1111.0
ascot vale,3,0,1381500.0,3032.0,2.0,2.0,416.0,2017,1,25,1111.0
ascot vale,3,0,940000.0,3032.0,2.0,2.0,285.0,2016,6,26,1111.0
ascot vale,3,0,995000.0,3032.0,2.0,1.0,314.0,2016,6,26,1111.0
ascot vale,3,0,1050000.0,3032.0,1.0,3.0,536.0,2016,6,26,1111.0
ascot vale,3,0,786000.0,3032.0,2.0,1.0,576.0,2016,6,26,1111.0
ascot vale,2,0,705000.0,3032.0,1.0,3.0,252.0,2016,5,27,1111.0
ascot vale,2,0,760000.0,3032.0,1.0,1.0,124.0,2016,5,27,1111.0
ascot vale,3,1,487500.0,3032.0,1.0,3.0,0.0,2016,5,27,1111.0
ascot vale,3,2,1000000.0,3032.0,2.0,2.0,200.0,2016,10,27,1111.0
ascot vale,4,0,1110000.0,3032.0,2.0,1.0,349.0,2016,10,27,1111.0
ascot vale,4,0,1300000.0,3032.0,1.0,4.0,664.0,2016,10,27,1111.0
ascot vale,3,0,1060000.0,3032.0,1.0,1.0,555.0,2016,10,27,1111.0
ascot vale,3,0,1410000.0,3032.0,2.0,2.0,459.0,2016,10,27,1111.0
ascot vale,3,0,1305000.0,3032.0,1.0,1.0,278.0,2016,4,28,1111.0
ascot vale,3,0,932500.0,3032.0,2.0,1.0,254.0,2016,4,28,1111.0
ascot vale,3,0,965000.0,3032.0,1.0,0.0,216.0,2016,7,28,1111.0
ascot vale,3,0,1215000.0,3032.0,1.0,1.0,452.0,2016,7,28,1111.0
ascot vale,2,1,545000.0,3032.0,1.0,2.0,194.0,2016,7,28,1111.0
ascot vale,4,0,1705000.0,3032.0,2.0,4.0,598.0,2016,6,30,1111.0
ascot vale,3,0,970000.0,3032.0,1.0,1.0,194.0,2016,6,30,1111.0
ascot vale,2,0,925000.0,3032.0,1.0,1.0,407.0,2016,6,30,1111.0
ashburton,4,0,2650000.0,3147.0,3.0,2.0,753.0,2016,2,9,352.0
ashburton,3,0,1670000.0,3147.0,2.0,2.0,599.0,2016,2,12,352.0
ashburton,3,2,955000.0,3147.0,2.0,2.0,203.0,2016,2,12,352.0
ashburton,3,2,2050000.0,3147.0,3.0,4.0,310.0,2016,2,12,352.0
ashburton,2,1,500000.0,3147.0,1.0,1.0,710.0,2017,3,3,352.0
ashburton,2,0,1575000.0,3147.0,1.0,2.0,679.0,2017,3,3,352.0
ashburton,3,0,1555000.0,3147.0,2.0,2.0,731.0,2016,3,6,352.0
ashburton,3,0,1100000.0,3147.0,3.0,2.0,276.0,2016,7,10,352.0
ashburton,3,0,1337000.0,3147.0,1.0,2.0,583.0,2016,7,10,352.0
ashburton,8,0,2950000.0,3147.0,7.0,4.0,1472.0,2016,9,9,352.0
ashburton,4,0,2215000.0,3147.0,2.0,1.0,681.0,2016,9,9,352.0
ashburton,3,0,1518000.0,3147.0,2.0,2.0,516.0,2016,9,9,352.0
ashburton,3,0,1710000.0,3147.0,1.0,2.0,806.0,2016,9,12,352.0
ashburton,3,0,1655000.0,3147.0,1.0,3.0,780.0,2016,9,12,352.0
ashburton,4,0,1550000.0,3147.0,2.0,2.0,780.0,2016,11,11,352.0
ashburton,3,0,1662000.0,3147.0,2.0,2.0,351.0,2016,4,14,352.0
ashburton,3,0,1665000.0,3147.0,2.0,3.0,702.0,2016,9,15,352.0
ashburton,2,0,1445000.0,3147.0,1.0,2.0,704.0,2016,3,16,352.0
ashburton,5,0,3510000.0,3147.0,5.0,2.0,755.0,2017,2,18,352.0
ashburton,3,2,968000.0,3147.0,1.0,1.0,227.0,2016,5,18,352.0
ashburton,3,2,900000.0,3147.0,2.0,2.0,153.0,2016,10,19,352.0
ashburton,3,0,1500000.0,3147.0,1.0,2.0,545.0,2016,4,22,352.0
ashburton,5,0,2752000.0,3147.0,4.0,2.0,1075.0,2016,7,22,352.0
ashburton,3,0,1500000.0,3147.0,2.0,2.0,710.0,2016,7,22,352.0
ashburton,4,0,1800000.0,3147.0,2.0,4.0,749.0,2017,1,25,352.0
ashburton,3,0,1830000.0,3147.0,2.0,3.0,724.0,2017,1,25,352.0
ashburton,3,0,1415000.0,3147.0,1.0,1.0,605.0,2016,5,27,352.0
ashburton,2,0,1440000.0,3147.0,1.0,1.0,687.0,2016,5,27,352.0
ashburton,4,2,1250000.0,3147.0,2.0,2.0,321.0,2016,10,27,352.0
ashburton,3,0,1422000.0,3147.0,1.0,2.0,583.0,2016,10,27,352.0
ashburton,5,0,1600000.0,3147.0,3.0,4.0,700.0,2016,10,27,352.0
ashburton,4,0,1860000.0,3147.0,2.0,3.0,696.0,2016,10,27,352.0
ashburton,3,2,1710000.0,3147.0,2.0,2.0,295.0,2016,10,27,352.0
ashburton,4,0,1790000.0,3147.0,2.0,2.0,514.0,2016,4,28,352.0
ashburton,4,0,1950000.0,3147.0,2.0,2.0,844.0,2016,4,28,352.0
ashburton,3,0,1600000.0,3147.0,1.0,2.0,637.0,2016,4,28,352.0
ashburton,3,0,1320000.0,3147.0,1.0,2.0,1063.0,2016,7,28,352.0
ashburton,3,0,1650000.0,3147.0,1.0,1.0,697.0,2016,7,28,352.0
ashwood,2,0,995000.0,3147.0,1.0,1.0,583.0,2016,2,9,413.0
ashwood,3,0,1250000.0,3147.0,1.0,1.0,842.0,2016,2,12,413.0
ashwood,3,1,1045000.0,3147.0,2.0,2.0,467.0,2017,3,3,413.0
ashwood,4,0,1200000.0,3147.0,3.0,2.0,372.0,2017,3,3,413.0
ashwood,2,0,1075000.0,3147.0,1.0,2.0,695.0,2016,3,6,413.0
ashwood,4,0,1500000.0,3147.0,2.0,2.0,621.0,2016,5,8,413.0
ashwood,3,0,1120000.0,3147.0,1.0,2.0,723.0,2016,6,5,413.0
ashwood,2,2,700000.0,3147.0,1.0,2.0,367.0,2016,6,11,413.0
ashwood,3,0,761000.0,3147.0,2.0,4.0,400.0,2016,6,11,413.0
ashwood,4,0,1270000.0,3147.0,2.0,1.0,724.0,2016,7,10,413.0
ashwood,4,0,1510000.0,3147.0,2.0,2.0,526.0,2016,7,10,413.0
ashwood,3,0,1365000.0,3147.0,1.0,1.0,792.0,2016,9,9,413.0
ashwood,4,0,1100000.0,3147.0,2.0,2.0,803.0,2016,9,12,413.0
ashwood,4,0,1415000.0,3147.0,3.0,2.0,724.0,2016,7,13,413.0
ashwood,2,1,690000.0,3147.0,1.0,1.0,216.0,2016,4,14,413.0
ashwood,3,0,1631000.0,3147.0,2.0,3.0,782.0,2016,9,15,413.0
ashwood,4,0,1500000.0,3147.0,2.0,1.0,593.0,2016,9,15,413.0
ashwood,3,0,1060000.0,3147.0,1.0,2.0,772.0,2016,6,16,413.0
ashwood,5,0,1529500.0,3147.0,3.0,2.0,585.0,2016,8,17,413.0
ashwood,2,1,600000.0,3147.0,1.0,1.0,153.0,2017,2,18,413.0
ashwood,2,1,535000.0,3147.0,1.0,1.0,72.0,2016,5,18,413.0
ashwood,3,0,785000.0,3147.0,1.0,1.0,557.0,2016,10,19,413.0
ashwood,4,0,1240000.0,3147.0,2.0,2.0,766.0,2016,10,19,413.0
ashwood,2,1,700000.0,3147.0,1.0,2.0,192.0,2016,7,22,413.0
ashwood,4,0,1350000.0,3147.0,2.0,1.0,727.0,2016,8,24,413.0
ashwood,2,0,1110000.0,3147.0,1.0,1.0,586.0,2016,8,24,413.0
ashwood,3,0,1305000.0,3147.0,1.0,1.0,760.0,2017,1,25,413.0
ashwood,3,0,855000.0,3147.0,2.0,1.0,320.0,2017,1,25,413.0
ashwood,3,2,900500.0,3147.0,2.0,2.0,256.0,2016,10,27,413.0
ashwood,3,0,1200000.0,3147.0,2.0,2.0,839.0,2016,4,28,413.0
ashwood,3,2,830000.0,3147.0,1.0,2.0,212.0,2016,7,28,413.0
avondale heights,3,0,850000.0,3034.0,1.0,1.0,593.0,2016,2,9,370.0
avondale heights,3,0,750000.0,3034.0,1.0,1.0,0.0,2016,2,9,370.0
avondale heights,3,2,851000.0,3034.0,3.0,1.0,557.0,2016,2,12,370.0
avondale heights,3,0,848000.0,3034.0,1.0,2.0,542.0,2017,3,3,370.0
avondale heights,4,0,806000.0,3034.0,2.0,1.0,350.0,2017,3,3,370.0
avondale heights,4,0,1155000.0,3034.0,2.0,2.0,569.0,2016,3,6,370.0
avondale heights,3,0,670000.0,3034.0,2.0,2.0,671.0,2016,3,6,370.0
avondale heights,4,0,1200000.0,3034.0,5.0,4.0,673.0,2016,3,6,370.0
avondale heights,3,0,636000.0,3034.0,1.0,2.0,571.0,2016,3,6,370.0
avondale heights,3,0,680000.0,3034.0,1.0,2.0,570.0,2016,5,8,370.0
avondale heights,4,0,1160000.0,3034.0,3.0,2.0,789.0,2016,6,5,370.0
avondale heights,3,0,750000.0,3034.0,1.0,1.0,529.0,2016,7,10,370.0
avondale heights,3,0,627500.0,3034.0,1.0,1.0,550.0,2016,7,10,370.0
avondale heights,3,2,880000.0,3034.0,2.0,2.0,339.0,2016,7,10,370.0
avondale heights,4,0,950000.0,3034.0,3.0,3.0,761.0,2016,9,12,370.0
avondale heights,4,0,1600000.0,3034.0,3.0,3.0,1801.0,2016,9,12,370.0
avondale heights,2,2,585000.0,3034.0,1.0,1.0,136.0,2017,10,2,370.0
avondale heights,3,0,650000.0,3034.0,1.0,3.0,574.0,2016,9,15,370.0
avondale heights,3,0,725000.0,3034.0,1.0,4.0,606.0,2016,9,15,370.0
avondale heights,3,1,665000.0,3034.0,2.0,1.0,289.0,2016,3,16,370.0
avondale heights,3,0,560500.0,3034.0,1.0,1.0,177.0,2016,3,16,370.0
avondale heights,3,0,615000.0,3034.0,1.0,2.0,649.0,2016,6,16,370.0
avondale heights,3,0,845000.0,3034.0,1.0,3.0,704.0,2016,6,16,370.0
avondale heights,3,0,585000.0,3034.0,1.0,2.0,322.0,2016,8,17,370.0
avondale heights,2,1,440000.0,3034.0,1.0,1.0,263.0,2017,2,18,370.0
avondale heights,3,0,850000.0,3034.0,1.0,2.0,766.0,2017,2,18,370.0
avondale heights,5,0,850000.0,3034.0,2.0,4.0,574.0,2016,5,18,370.0
avondale heights,3,0,705000.0,3034.0,1.0,1.0,581.0,2016,4,22,370.0
avondale heights,4,0,1100000.0,3034.0,3.0,2.0,873.0,2016,4,22,370.0
avondale heights,3,0,892500.0,3034.0,1.0,1.0,586.0,2016,4,22,370.0
avondale heights,3,0,695000.0,3034.0,1.0,2.0,588.0,2016,3,23,370.0
avondale heights,2,0,522500.0,3034.0,1.0,1.0,220.0,2016,8,24,370.0
avondale heights,4,0,680000.0,3034.0,2.0,2.0,554.0,2016,8,24,370.0
avondale heights,3,1,500000.0,3034.0,1.0,1.0,260.0,2016,8,24,370.0
avondale heights,2,2,550000.0,3034.0,1.0,2.0,158.0,2016,8,24,370.0
avondale heights,3,0,730000.0,3034.0,2.0,2.0,705.0,2017,1,25,370.0
avondale heights,3,0,875000.0,3034.0,1.0,3.0,812.0,2017,1,25,370.0
avondale heights,3,0,850000.0,3034.0,2.0,8.0,585.0,2017,1,25,370.0
avondale heights,3,0,635000.0,3034.0,1.0,1.0,597.0,2016,6,26,370.0
avondale heights,4,0,762000.0,3034.0,2.0,2.0,589.0,2016,6,26,370.0
avondale heights,2,1,411000.0,3034.0,1.0,1.0,0.0,2016,10,27,370.0
avondale heights,4,0,790000.0,3034.0,2.0,2.0,570.0,2016,10,27,370.0
avondale heights,4,0,605000.0,3034.0,1.0,0.0,569.0,2016,10,27,370.0
avondale heights,3,0,805000.0,3034.0,2.0,2.0,593.0,2016,10,27,370.0
avondale heights,4,0,890000.0,3034.0,2.0,4.0,585.0,2016,10,27,370.0
avondale heights,3,0,795000.0,3034.0,1.0,1.0,549.0,2016,4,28,370.0
avondale heights,3,0,634000.0,3034.0,2.0,1.0,582.0,2016,4,28,370.0
avondale heights,3,0,642000.0,3034.0,1.0,1.0,590.0,2016,7,28,370.0
avondale heights,3,0,863000.0,3034.0,2.0,3.0,638.0,2016,7,28,370.0
avondale heights,3,0,740000.0,3034.0,1.0,2.0,607.0,2016,7,28,370.0
balaclava,4,0,1819000.0,3183.0,2.0,1.0,244.0,2016,2,9,502.0
balaclava,2,1,410000.0,3183.0,1.0,2.0,0.0,2016,2,12,502.0
balaclava,1,1,280000.0,3183.0,1.0,1.0,0.0,2016,6,5,502.0
balaclava,2,2,1015000.0,3183.0,1.0,2.0,114.0,2016,6,11,502.0
balaclava,2,1,502500.0,3183.0,1.0,1.0,0.0,2016,9,15,502.0
balaclava,2,1,520000.0,3183.0,1.0,0.0,0.0,2016,9,15,502.0
balaclava,2,1,442000.0,3183.0,1.0,1.0,0.0,2016,8,17,502.0
balaclava,3,0,1193000.0,3183.0,1.0,1.0,178.0,2016,5,18,502.0
balaclava,2,1,416000.0,3183.0,1.0,1.0,0.0,2016,5,18,502.0
balaclava,2,1,820000.0,3183.0,1.0,1.0,0.0,2016,10,19,502.0
balaclava,2,1,474000.0,3183.0,1.0,1.0,0.0,2016,4,22,502.0
balaclava,2,0,981000.0,3183.0,1.0,0.0,159.0,2017,1,25,502.0
balaclava,3,0,1690000.0,3183.0,2.0,2.0,339.0,2017,1,25,502.0
balaclava,2,1,540000.0,3183.0,1.0,1.0,483.0,2016,5,27,502.0
balaclava,3,0,1080000.0,3183.0,1.0,1.0,157.0,2016,5,27,502.0
balaclava,1,1,500000.0,3183.0,1.0,0.0,0.0,2016,10,27,502.0
balaclava,2,1,497500.0,3183.0,0.0,0.0,0.0,2016,7,28,502.0
balwyn,2,0,2100000.0,3103.0,1.0,1.0,659.0,2016,2,9,411.0
balwyn,4,0,1800000.0,3103.0,2.0,2.0,715.0,2016,2,9,411.0
balwyn,2,2,1255000.0,3103.0,1.0,1.0,208.0,2016,2,9,411.0
balwyn,3,1,1070000.0,3103.0,2.0,2.0,206.0,2016,2,12,411.0
balwyn,5,0,2570000.0,3103.0,3.0,2.0,715.0,2016,2,12,411.0
balwyn,4,0,2400000.0,3103.0,2.0,2.0,744.0,2016,2,12,411.0
balwyn,3,0,2200000.0,3103.0,3.0,2.0,651.0,2016,2,12,411.0
balwyn,5,0,3250000.0,3103.0,5.0,2.0,651.0,2016,2,12,411.0
balwyn,2,1,806000.0,3103.0,1.0,1.0,122.0,2016,2,12,411.0
balwyn,6,0,4000000.0,3103.0,4.0,7.0,2051.0,2016,2,12,411.0
balwyn,2,0,1215000.0,3103.0,2.0,2.0,0.0,2016,2,12,411.0
balwyn,5,0,2250000.0,3103.0,3.0,2.0,600.0,2016,2,12,411.0
balwyn,2,1,812000.0,3103.0,1.0,1.0,206.0,2017,3,3,411.0
balwyn,3,0,1140000.0,3103.0,2.0,2.0,175.0,2016,3,6,411.0
balwyn,3,0,2330000.0,3103.0,2.0,1.0,853.0,2016,3,6,411.0
balwyn,5,0,2800000.0,3103.0,3.0,2.0,678.0,2016,3,6,411.0
balwyn,2,1,605000.0,3103.0,1.0,1.0,0.0,2016,3,6,411.0
balwyn,3,0,1255000.0,3103.0,2.0,2.0,308.0,2016,3,6,411.0
balwyn,2,0,1850000.0,3103.0,1.0,1.0,1015.0,2016,5,8,411.0
balwyn,2,1,805000.0,3103.0,1.0,1.0,209.0,2016,5,8,411.0
balwyn,3,0,700000.0,3103.0,1.0,1.0,188.0,2016,6,5,411.0
balwyn,4,0,2130000.0,3103.0,2.0,2.0,664.0,2016,6,5,411.0
balwyn,2,0,500000.0,3103.0,1.0,1.0,0.0,2016,6,5,411.0
balwyn,3,0,2125000.0,3103.0,2.0,2.0,699.0,2016,6,5,411.0
balwyn,4,0,1800000.0,3103.0,2.0,2.0,577.0,2016,7,10,411.0
balwyn,2,1,635000.0,3103.0,1.0,1.0,0.0,2016,7,10,411.0
balwyn,2,1,526000.0,3103.0,1.0,1.0,0.0,2016,9,9,411.0
balwyn,1,0,390000.0,3103.0,1.0,1.0,740.0,2016,9,9,411.0
balwyn,3,0,905000.0,3103.0,1.0,2.0,281.0,2016,9,12,411.0
balwyn,4,0,1750000.0,3103.0,3.0,2.0,453.0,2016,9,12,411.0
balwyn,2,2,760000.0,3103.0,1.0,1.0,121.0,2016,9,12,411.0
balwyn,4,0,3180000.0,3103.0,3.0,4.0,1148.0,2016,9,12,411.0
balwyn,3,2,1367000.0,3103.0,2.0,2.0,219.0,2016,9,12,411.0
balwyn,5,0,3600000.0,3103.0,3.0,2.0,678.0,2016,9,12,411.0
balwyn,5,0,2550000.0,3103.0,3.0,2.0,642.0,2016,9,12,411.0
balwyn,4,2,1400000.0,3103.0,3.0,2.0,241.0,2016,11,11,411.0
balwyn,4,0,3270000.0,3103.0,2.0,4.0,935.0,2016,11,11,411.0
balwyn,2,1,625000.0,3103.0,1.0,1.0,115.0,2016,7,13,411.0
balwyn,2,2,700000.0,3103.0,1.0,1.0,104.0,2016,7,13,411.0
balwyn,3,0,1860000.0,3103.0,1.0,4.0,671.0,2016,4,14,411.0
balwyn,4,0,2730000.0,3103.0,3.0,2.0,674.0,2016,9,15,411.0
balwyn,5,0,2020000.0,3103.0,2.0,2.0,611.0,2016,3,16,411.0
balwyn,2,1,460000.0,3103.0,1.0,1.0,0.0,2016,3,16,411.0
balwyn,4,0,2250000.0,3103.0,1.0,2.0,832.0,2016,6,16,411.0
balwyn,2,1,1053000.0,3103.0,1.0,2.0,231.0,2016,6,16,411.0
balwyn,3,0,1800000.0,3103.0,2.0,2.0,380.0,2016,6,16,411.0
balwyn,3,2,1472000.0,3103.0,2.0,2.0,306.0,2016,6,16,411.0
balwyn,3,0,2120000.0,3103.0,1.0,2.0,651.0,2016,8,17,411.0
balwyn,3,0,1910000.0,3103.0,1.0,2.0,697.0,2016,8,17,411.0
balwyn,2,1,754000.0,3103.0,1.0,1.0,87.0,2017,2,18,411.0
balwyn,5,0,3000000.0,3103.0,5.0,2.0,671.0,2016,5,18,411.0
balwyn,5,0,3400000.0,3103.0,6.0,4.0,739.0,2016,5,18,411.0
balwyn,4,0,2188000.0,3103.0,2.0,2.0,752.0,2016,10,19,411.0
balwyn,2,1,755000.0,3103.0,1.0,1.0,213.0,2016,10,19,411.0
balwyn,4,0,2900000.0,3103.0,3.0,2.0,596.0,2016,4,22,411.0
balwyn,4,0,3290000.0,3103.0,3.0,2.0,1007.0,2016,4,22,411.0
balwyn,5,0,2665000.0,3103.0,3.0,2.0,674.0,2016,7,22,411.0
balwyn,4,0,1801000.0,3103.0,2.0,2.0,583.0,2016,7,22,411.0
balwyn,4,0,2410000.0,3103.0,2.0,1.0,685.0,2016,8,24,411.0
balwyn,2,1,650000.0,3103.0,1.0,1.0,0.0,2016,8,24,411.0
balwyn,4,0,2275000.0,3103.0,2.0,1.0,842.0,2017,1,25,411.0
balwyn,5,0,2810000.0,3103.0,3.0,4.0,1468.0,2017,1,25,411.0
balwyn,3,2,1385000.0,3103.0,2.0,2.0,190.0,2017,1,25,411.0
balwyn,4,0,2000000.0,3103.0,1.0,2.0,739.0,2016,5,27,411.0
balwyn,4,0,1900000.0,3103.0,2.0,1.0,665.0,2016,10,27,411.0
balwyn,3,0,3401000.0,3103.0,2.0,1.0,706.0,2016,10,27,411.0
balwyn,3,0,1750000.0,3103.0,2.0,3.0,613.0,2016,10,27,411.0
balwyn,5,0,4000000.0,3103.0,4.0,3.0,1437.0,2016,10,27,411.0
balwyn,3,2,1100000.0,3103.0,2.0,1.0,259.0,2016,4,28,411.0
balwyn,5,0,3020000.0,3103.0,3.0,2.0,715.0,2016,4,28,411.0
balwyn,3,0,2950000.0,3103.0,2.0,2.0,650.0,2016,4,28,411.0
balwyn,5,0,2450000.0,3103.0,2.0,2.0,981.0,2016,4,28,411.0
balwyn,3,0,1912000.0,3103.0,1.0,2.0,844.0,2016,4,28,411.0
balwyn,2,1,730000.0,3103.0,1.0,1.0,130.0,2016,7,28,411.0
balwyn,5,0,3900000.0,3103.0,7.0,6.0,0.0,2016,7,28,411.0
balwyn,3,0,1500000.0,3103.0,2.0,2.0,404.0,2016,7,28,411.0
balwyn,3,0,1850000.0,3103.0,1.0,1.0,607.0,2016,7,28,411.0
balwyn,4,0,1700000.0,3103.0,1.0,1.0,672.0,2016,6,30,411.0
balwyn,2,0,1010000.0,3103.0,0.0,0.0,1611.0,2016,6,30,411.0
balwyn north,3,2,1315000.0,3104.0,2.0,2.0,260.0,2016,2,9,514.0
balwyn north,3,0,1500000.0,3104.0,2.0,1.0,778.0,2016,2,9,514.0
balwyn north,4,0,3230000.0,3104.0,4.0,3.0,1135.0,2016,2,9,514.0
balwyn north,2,0,1080000.0,3104.0,1.0,1.0,253.0,2016,2,9,514.0
balwyn north,7,0,1350000.0,3104.0,2.0,0.0,942.0,2016,2,12,514.0
balwyn north,4,0,1905000.0,3104.0,2.0,2.0,647.0,2016,2,12,514.0
balwyn north,5,0,3300000.0,3104.0,4.0,2.0,760.0,2016,2,12,514.0
balwyn north,4,0,1900000.0,3104.0,2.0,2.0,642.0,2016,2,12,514.0
balwyn north,3,0,2251000.0,3104.0,1.0,2.0,888.0,2016,2,12,514.0
balwyn north,4,0,2205000.0,3104.0,2.0,2.0,750.0,2016,2,12,514.0
balwyn north,3,0,1265000.0,3104.0,2.0,1.0,347.0,2016,2,12,514.0
balwyn north,3,0,2000000.0,3104.0,1.0,3.0,772.0,2017,3,3,514.0
balwyn north,4,0,1750000.0,3104.0,2.0,2.0,673.0,2017,3,3,514.0
balwyn north,3,0,1450000.0,3104.0,1.0,2.0,665.0,2017,3,3,514.0
balwyn north,4,0,2614000.0,3104.0,2.0,2.0,772.0,2017,3,3,514.0
balwyn north,4,0,1825000.0,3104.0,2.0,3.0,736.0,2017,3,3,514.0
balwyn north,4,0,2550000.0,3104.0,1.0,4.0,847.0,2017,3,3,514.0
balwyn north,4,0,1570000.0,3104.0,2.0,1.0,546.0,2016,3,6,514.0
balwyn north,5,0,3250000.0,3104.0,4.0,2.0,886.0,2016,5,8,514.0
balwyn north,4,0,1750000.0,3104.0,3.0,3.0,667.0,2016,5,8,514.0
balwyn north,3,2,1150000.0,3104.0,2.0,1.0,207.0,2016,5,8,514.0
balwyn north,3,0,1575000.0,3104.0,2.0,2.0,645.0,2016,5,8,514.0
balwyn north,6,0,1505000.0,3104.0,2.0,2.0,724.0,2016,6,5,514.0
balwyn north,4,0,1572000.0,3104.0,2.0,2.0,662.0,2016,6,5,514.0
balwyn north,4,0,1500000.0,3104.0,2.0,2.0,610.0,2016,6,5,514.0
balwyn north,4,2,1400000.0,3104.0,2.0,1.0,283.0,2016,6,5,514.0
balwyn north,5,0,1750000.0,3104.0,3.0,2.0,705.0,2016,6,11,514.0
balwyn north,4,0,1850000.0,3104.0,2.0,2.0,619.0,2016,6,11,514.0
balwyn north,3,0,1480000.0,3104.0,1.0,2.0,992.0,2016,6,11,514.0
balwyn north,4,0,1400000.0,3104.0,2.0,2.0,714.0,2016,7,10,514.0
balwyn north,4,0,2130000.0,3104.0,3.0,2.0,1274.0,2016,7,10,514.0
balwyn north,3,1,1050000.0,3104.0,2.0,2.0,244.0,2016,7,10,514.0
balwyn north,5,0,3690000.0,3104.0,4.0,2.0,624.0,2016,7,10,514.0
balwyn north,4,0,1740000.0,3104.0,2.0,2.0,610.0,2016,9,9,514.0
balwyn north,4,0,2575000.0,3104.0,3.0,2.0,657.0,2016,9,9,514.0
balwyn north,4,0,1388800.0,3104.0,2.0,1.0,517.0,2016,9,9,514.0
balwyn north,4,0,1702000.0,3104.0,2.0,2.0,715.0,2016,9,12,514.0
balwyn north,4,0,1800000.0,3104.0,2.0,4.0,587.0,2016,9,12,514.0
balwyn north,4,0,2910000.0,3104.0,3.0,2.0,1070.0,2016,9,12,514.0
balwyn north,2,0,1400000.0,3104.0,1.0,1.0,694.0,2016,9,12,514.0
balwyn north,2,2,860000.0,3104.0,2.0,2.0,204.0,2016,9,12,514.0
balwyn north,4,0,1670000.0,3104.0,3.0,2.0,689.0,2017,10,3,514.0
balwyn north,5,0,1500000.0,3104.0,1.0,1.0,800.0,2016,11,6,514.0
balwyn north,5,0,2200000.0,3104.0,3.0,2.0,900.0,2016,11,6,514.0
balwyn north,4,0,1350000.0,3104.0,2.0,2.0,815.0,2016,11,11,514.0
balwyn north,5,0,2070000.0,3104.0,2.0,1.0,1138.0,2016,11,11,514.0
balwyn north,3,0,1300000.0,3104.0,1.0,2.0,464.0,2016,11,11,514.0
balwyn north,3,0,1700000.0,3104.0,2.0,3.0,763.0,2016,7,13,514.0
balwyn north,3,0,1750000.0,3104.0,1.0,2.0,854.0,2016,7,13,514.0
balwyn north,3,0,980000.0,3104.0,1.0,1.0,542.0,2016,4,14,514.0
balwyn north,3,0,1230000.0,3104.0,3.0,1.0,310.0,2016,4,14,514.0
balwyn north,7,0,2600000.0,3104.0,3.0,3.0,637.0,2016,4,14,514.0
balwyn north,4,0,1950000.0,3104.0,3.0,2.0,665.0,2016,4,14,514.0
balwyn north,5,0,1750000.0,3104.0,2.0,2.0,710.0,2016,9,15,514.0
balwyn north,5,0,2000000.0,3104.0,2.0,2.0,1002.0,2016,9,15,514.0
balwyn north,3,0,1480000.0,3104.0,1.0,4.0,605.0,2016,9,15,514.0
balwyn north,4,0,3000000.0,3104.0,3.0,2.0,1247.0,2016,9,15,514.0
balwyn north,3,0,1818000.0,3104.0,1.0,1.0,722.0,2016,9,15,514.0
balwyn north,4,0,2170000.0,3104.0,2.0,2.0,1040.0,2016,3,16,514.0
balwyn north,4,0,2525000.0,3104.0,2.0,2.0,1235.0,2016,3,16,514.0
balwyn north,4,0,3360000.0,3104.0,3.0,1.0,904.0,2016,3,16,514.0
balwyn north,4,0,1620000.0,3104.0,2.0,1.0,654.0,2016,6,16,514.0
balwyn north,3,0,1903000.0,3104.0,1.0,2.0,713.0,2016,6,16,514.0
balwyn north,4,0,1712000.0,3104.0,2.0,2.0,639.0,2016,8,17,514.0
balwyn north,4,0,1720000.0,3104.0,3.0,2.0,869.0,2017,2,18,514.0
balwyn north,4,0,1670000.0,3104.0,1.0,4.0,1042.0,2017,2,18,514.0
